ID,Exclamation,Dollar,Spam,DemoPartition
1902,0.000,0.000,0,v
1903,0.000,0.000,0,v
1904,0.000,0.000,0,v
1905,0.000,0.000,0,v
1906,0.020,0.000,0,v
1907,0.000,0.000,0,v
1908,0.000,0.000,0,v
1909,0.000,0.000,0,v
1910,0.000,0.000,0,v
1911,0.000,0.000,0,v
1912,0.074,0.000,0,v
1913,0.000,0.000,0,v
1914,0.000,0.000,0,v
1915,0.073,0.000,0,v
1916,0.000,0.000,0,v
1917,0.000,0.000,0,v
1918,0.008,0.005,0,v
1919,0.000,0.012,0,v
1920,0.170,0.000,0,v
1921,0.000,0.000,0,v
1922,0.000,0.000,0,v
1923,0.239,0.000,0,v
1924,0.000,0.000,0,v
1925,0.202,0.121,0,v
1926,0.000,0.000,0,v
1927,0.000,0.000,0,v
1928,0.000,0.000,0,v
1929,0.148,0.000,0,v
1930,0.000,0.000,0,v
1931,0.000,0.000,0,v
1932,0.313,0.313,0,v
1933,0.000,0.000,0,v
1934,0.000,0.000,0,v
1935,0.125,0.000,0,v
1936,0.045,0.000,0,v
1937,0.000,0.016,0,v
1938,0.372,0.000,0,v
1939,0.413,0.000,0,v
1940,0.214,0.000,0,v
1941,0.448,0.000,0,v
1942,1.234,0.000,0,v
1943,0.000,0.000,0,v
1944,0.165,0.000,0,v
1945,0.000,0.000,0,v
1946,0.000,0.000,0,v
1947,0.000,0.000,0,v
1948,0.000,0.000,0,v
1949,0.000,0.000,0,v
1950,0.724,0.000,0,v
1951,0.000,0.000,0,v
1952,0.000,0.000,0,v
1953,0.000,0.052,0,v
1954,0.000,0.000,0,v
1955,0.000,0.000,0,v
1956,0.151,0.000,0,v
1957,0.000,0.000,0,v
1958,0.000,0.000,0,v
1959,0.167,0.000,0,v
1960,0.000,0.000,0,v
1961,0.000,0.000,0,v
1962,0.047,0.028,0,v
1963,0.000,0.000,0,v
1964,0.030,0.000,0,v
1965,0.000,0.000,0,v
1966,0.000,0.000,0,v
1967,0.000,0.000,0,v
1968,0.000,0.000,0,v
1969,0.000,0.000,0,v
1970,0.134,0.000,0,v
1971,0.161,0.000,0,v
1972,0.284,0.094,0,v
1973,0.000,0.036,0,v
1974,0.000,0.011,0,v
1975,0.000,0.000,0,v
1976,0.000,0.013,0,v
1977,0.000,0.000,0,v
1978,0.000,0.000,0,v
1979,0.000,0.013,0,v
1980,0.000,0.000,0,v
1981,0.000,0.000,0,v
1982,0.370,0.000,0,v
1983,0.000,0.000,0,v
1984,0.000,0.000,0,v
1985,0.111,0.000,0,v
1986,0.063,0.126,0,v
1987,0.000,0.000,0,v
1988,0.000,0.000,0,v
1989,0.000,0.000,0,v
1990,0.000,0.000,0,v
1991,0.000,0.000,0,v
1992,0.000,0.000,0,v
1993,0.000,0.000,0,v
1994,0.000,0.365,0,v
1995,0.176,0.000,0,v
1996,0.000,0.000,0,v
1997,0.000,0.000,0,v
1998,0.127,0.000,0,v
1999,0.000,0.000,0,v
2000,0.000,0.000,0,v
2001,0.179,0.000,0,v
2002,0.000,0.000,0,v
2003,0.000,0.142,0,v
2004,0.000,0.000,0,v
2005,0.065,0.000,0,v
2006,0.000,0.000,0,v
2007,0.000,0.000,0,v
2008,0.000,0.000,0,v
2009,0.000,0.000,0,v
2010,0.000,0.000,0,v
2011,0.000,0.000,0,v
2012,0.141,0.000,0,v
2013,0.000,0.000,0,v
2014,0.000,0.000,0,v
2015,0.000,0.000,0,v
2016,0.000,0.000,0,v
2017,0.376,0.000,0,v
2018,0.000,0.000,0,v
2019,0.000,0.000,0,v
2020,0.000,0.000,0,v
2021,0.000,0.000,0,v
2022,0.000,0.129,0,v
2023,0.000,0.000,0,v
2024,0.000,0.000,0,v
2025,0.000,0.000,0,v
2026,0.000,0.000,0,v
2027,0.000,0.000,0,v
2028,0.000,0.000,0,v
2029,0.000,0.000,0,v
2030,0.000,0.000,0,v
2031,0.000,0.000,0,v
2032,0.000,0.000,0,v
2033,0.000,0.000,0,v
2034,0.000,0.000,0,v
2035,0.000,0.000,0,v
2036,0.000,0.000,0,v
2037,0.000,0.000,0,v
2038,0.144,0.000,0,v
2039,0.000,0.000,0,v
2040,0.000,0.141,0,v
2041,0.000,0.000,0,v
2042,0.000,0.000,0,v
2043,0.000,0.000,0,v
2044,0.000,0.015,0,v
2045,0.000,0.000,0,v
2046,0.000,0.000,0,v
2047,0.000,0.000,0,v
2048,0.000,0.000,0,v
2049,0.000,0.000,0,v
2050,0.318,0.000,0,v
2051,0.000,0.000,0,v
2052,0.000,0.000,0,v
2053,0.176,0.000,0,v
2054,0.000,0.000,0,v
2055,0.383,0.000,0,v
2056,0.000,0.000,0,v
2057,0.050,0.050,0,v
2058,0.000,0.000,0,v
2059,0.000,0.000,0,v
2060,0.000,0.000,0,v
2061,0.023,0.047,0,v
2062,0.000,0.141,0,v
2063,0.000,0.000,0,v
2064,0.000,0.000,0,v
2065,0.000,0.000,0,v
2066,0.000,0.000,0,v
2067,0.000,0.000,0,v
2068,0.000,0.000,0,v
2069,0.740,0.000,0,v
2070,0.000,0.000,0,v
2071,0.000,0.000,0,v
2072,0.000,0.000,0,v
2073,0.000,0.000,0,v
2074,0.055,0.055,0,v
2075,0.260,0.000,0,v
2076,0.000,0.000,0,v
2077,0.374,0.000,0,v
2078,0.213,0.000,0,v
2079,0.000,0.000,0,v
2080,0.000,0.000,0,v
2081,0.051,0.038,0,v
2082,0.000,0.000,0,v
2083,0.000,0.000,0,v
2084,0.045,0.000,0,v
2085,0.139,0.000,0,v
2086,0.552,0.000,0,v
2087,0.000,0.000,0,v
2088,0.075,0.075,0,v
2089,0.000,0.000,0,v
2090,0.000,0.000,0,v
2091,0.000,0.000,0,v
2092,0.107,0.000,0,v
2093,0.000,0.000,0,v
2094,0.000,0.000,0,v
2095,0.000,0.000,0,v
2096,0.020,0.000,0,v
2097,0.051,0.000,0,v
2098,0.000,0.000,0,v
2099,0.000,0.000,0,v
2100,0.000,0.000,0,v
2101,0.000,0.000,0,v
2102,0.026,0.000,0,v
2103,0.000,0.000,0,v
2104,0.000,0.000,0,v
2105,0.500,0.000,0,v
2106,0.000,0.000,0,v
2107,0.000,0.000,0,v
2108,0.000,0.000,0,v
2109,0.000,0.000,0,v
2110,0.000,0.000,0,v
2111,0.090,0.000,0,v
2112,0.000,0.000,0,v
2113,0.000,0.000,0,v
2114,1.458,0.000,0,v
2115,0.000,0.000,0,v
2116,0.000,0.026,0,v
2117,0.000,0.100,0,v
2118,0.000,0.015,0,v
2119,0.000,0.163,0,v
2120,0.078,0.000,0,v
2121,0.000,0.000,0,v
2122,0.072,0.072,0,v
2123,0.076,0.076,0,v
2124,0.000,0.000,0,v
2125,0.026,0.000,0,v
2126,0.000,0.000,0,v
2127,0.000,0.000,0,v
2128,0.000,0.010,0,v
2129,0.000,0.000,0,v
2130,0.294,0.000,0,v
2131,0.041,0.000,0,v
2132,0.044,0.000,0,v
2133,0.285,0.000,0,v
2134,0.000,0.000,0,v
2135,0.000,0.000,0,v
2136,0.000,0.000,0,v
2137,0.000,0.000,0,v
2138,0.251,0.000,0,v
2139,0.000,0.000,0,v
2140,0.000,0.000,0,v
2141,0.000,0.000,0,v
2142,0.000,0.000,0,v
2143,0.000,0.000,0,v
2144,0.123,0.000,0,v
2145,0.000,0.000,0,v
2146,0.000,0.000,0,v
2147,0.000,0.000,0,v
2148,0.000,0.136,0,v
2149,0.000,0.000,0,v
2150,0.000,0.000,0,v
2151,0.000,0.000,0,v
2152,0.000,0.000,0,v
2153,0.000,0.000,0,v
2154,0.000,0.000,0,v
2155,0.000,0.000,0,v
2156,0.000,0.000,0,v
2157,0.000,0.000,0,v
2158,1.798,0.000,0,v
2159,0.000,0.000,0,v
2160,0.000,0.023,0,v
2161,0.000,0.000,0,v
2162,0.000,0.000,0,v
2163,0.000,0.000,0,v
2164,0.000,0.000,0,v
2165,0.000,0.028,0,v
2166,0.000,0.000,0,v
2167,0.000,0.000,0,v
2168,0.225,0.000,0,v
2169,0.000,0.000,0,v
2170,0.432,0.000,0,v
2171,0.000,0.000,0,v
2172,0.000,0.000,0,v
2173,0.102,0.000,0,v
2174,0.116,0.000,0,v
2175,0.000,0.000,0,v
2176,0.063,0.000,0,v
2177,0.000,0.000,0,v
2178,0.044,0.051,0,v
2179,0.069,0.000,0,v
2180,0.000,0.000,0,v
2181,0.000,0.000,0,v
2182,0.145,0.000,0,v
2183,0.102,0.000,0,v
2184,0.044,0.000,0,v
2185,0.000,0.000,0,v
2186,0.002,0.000,0,v
2187,0.000,0.000,0,v
2188,0.000,0.000,0,v
2189,0.087,0.000,0,v
2190,0.000,0.000,0,v
2192,0.000,0.000,0,v
2193,0.250,0.000,0,v
2194,0.000,0.000,0,v
2195,0.000,0.000,0,v
2196,0.000,0.000,0,v
2197,0.262,0.000,0,v
2198,0.000,0.000,0,v
2199,0.000,0.000,0,v
2200,0.000,0.000,0,v
2201,0.000,0.000,0,v
2202,0.000,0.000,0,v
2203,0.000,0.000,0,v
2204,0.000,0.000,0,v
2205,0.309,0.000,0,v
2206,0.104,0.000,0,v
2207,0.000,0.000,0,v
2208,0.000,0.000,0,v
2209,0.000,0.000,0,v
2210,0.000,0.000,0,v
2211,0.000,0.000,0,v
2212,0.000,0.000,0,v
2213,0.000,0.000,0,v
2214,0.000,0.000,0,v
2215,0.103,0.000,0,v
2216,0.000,0.000,0,v
2217,0.000,0.000,0,v
2218,0.000,0.000,0,v
2219,0.239,0.000,0,v
2220,0.000,0.000,0,v
2221,1.123,0.000,0,v
2222,0.138,0.000,0,v
2223,0.000,0.000,0,v
2224,0.000,0.000,0,v
2225,0.000,0.000,0,v
2226,0.000,0.000,0,v
2227,0.000,0.124,0,v
2228,0.000,0.078,0,v
2229,0.000,0.000,0,v
2230,0.000,0.000,0,v
2231,0.000,0.000,0,v
2232,0.000,0.000,0,v
2233,0.000,0.000,0,v
2234,0.000,0.000,0,v
2235,0.203,0.000,0,v
2236,0.000,0.000,0,v
2237,0.000,0.000,0,v
2238,0.000,0.000,0,v
2239,2.272,0.000,0,v
2240,0.000,0.000,0,v
2241,0.000,0.000,0,v
2242,0.000,0.058,0,v
2243,0.286,0.000,0,v
2244,0.147,0.000,0,v
2245,0.000,0.000,0,v
2246,0.277,0.000,0,v
2247,0.000,0.000,0,v
2248,0.000,0.000,0,v
2249,0.000,0.000,0,v
2250,0.000,0.000,0,v
2251,0.000,0.000,0,v
2252,0.000,0.026,0,v
2253,0.033,0.033,0,v
2254,0.000,0.000,0,v
2255,0.000,0.000,0,v
2256,0.068,0.000,0,v
2257,0.055,0.000,0,v
2258,0.486,0.000,0,v
2259,0.000,0.000,0,v
2260,0.073,0.146,0,v
2261,0.000,0.000,0,v
2262,0.029,0.029,0,v
2263,0.053,0.030,0,v
2264,0.000,0.000,0,v
2265,0.000,0.000,0,v
2266,0.000,0.000,0,v
2267,0.331,0.000,0,v
2268,0.000,0.000,0,v
2269,0.000,0.000,0,v
2270,0.000,0.000,0,v
2271,0.000,0.000,0,v
2272,0.000,0.000,0,v
2273,0.000,0.000,0,v
2274,0.000,0.000,0,v
2275,0.000,0.000,0,v
2276,0.000,0.000,0,v
2277,0.000,0.052,0,v
2278,0.000,0.000,0,v
2279,0.000,0.000,0,v
2280,0.149,0.000,0,v
2281,0.000,0.000,0,v
2282,0.000,0.000,0,v
2283,0.000,0.000,0,v
2284,0.000,0.117,0,v
2285,0.000,0.000,0,v
2286,0.000,0.000,0,v
2287,0.000,0.000,0,v
2288,0.000,0.034,0,v
2289,0.000,0.000,0,v
2290,0.000,0.000,0,v
2291,0.000,0.048,0,v
2292,0.000,0.000,0,v
2293,0.004,0.000,0,v
2294,0.000,0.000,0,v
2295,0.014,0.000,0,v
2296,0.000,0.000,0,v
2297,0.000,0.000,0,v
2298,0.000,0.000,0,v
2299,0.000,0.000,0,v
2300,0.279,0.000,0,v
2301,0.000,0.000,0,v
2302,0.000,0.000,0,v
2303,0.709,0.000,0,v
2304,0.000,0.000,0,v
2305,0.305,0.381,0,v
2306,0.305,0.381,0,v
2307,0.000,0.000,0,v
2308,0.000,0.000,0,v
2309,0.174,0.000,0,v
2310,0.146,0.000,0,v
2311,0.050,0.000,0,v
2312,0.000,0.000,0,v
2313,0.000,0.000,0,v
2314,0.306,0.000,0,v
2315,0.000,0.000,0,v
2316,0.000,0.105,0,v
2317,0.000,0.000,0,v
2318,0.000,0.000,0,v
2319,0.000,0.000,0,v
2320,0.000,0.000,0,v
2321,0.089,0.000,0,v
2322,0.193,0.000,0,v
2323,0.000,0.000,0,v
2324,0.000,0.000,0,v
2325,0.000,0.000,0,v
2326,0.000,0.087,0,v
2327,0.000,0.095,0,v
2328,0.000,0.000,0,v
2329,0.000,0.000,0,v
2330,0.000,0.034,0,v
2331,0.000,0.033,0,v
2332,0.000,0.000,0,v
2333,0.000,0.017,0,v
2334,0.000,0.000,0,v
2336,0.000,0.000,0,v
2337,0.000,0.000,0,v
2338,0.000,0.000,0,v
2339,0.000,0.000,0,v
2340,2.378,0.000,0,v
2341,0.442,0.000,0,v
2342,0.000,0.000,0,v
2343,0.000,0.022,0,v
2344,0.371,0.000,0,v
2345,0.107,0.000,0,v
2346,0.002,0.005,0,v
2347,1.086,0.000,0,v
2348,0.000,0.000,0,v
2349,0.000,0.000,0,v
2350,0.000,0.000,0,v
2351,0.000,0.000,0,v
2352,0.000,0.000,0,v
2353,0.000,0.000,0,v
2354,0.955,0.000,0,v
2355,0.000,0.000,0,v
2356,0.558,0.000,0,v
2357,0.000,0.000,0,v
2358,0.000,0.000,0,v
2359,0.355,0.000,0,v
2360,0.000,0.000,0,v
2361,0.000,0.000,0,v
2362,0.000,0.000,0,v
2363,0.000,0.000,0,v
2364,0.000,0.000,0,v
2365,0.787,0.000,0,v
2366,0.000,0.000,0,v
2367,0.689,0.000,0,v
2368,0.000,0.000,0,v
2369,0.196,0.000,0,v
2370,0.000,0.000,0,v
2371,0.113,0.265,0,v
2372,0.000,0.000,0,v
2373,0.000,0.000,0,v
2374,0.000,0.000,0,v
2375,0.000,0.036,0,v
2376,0.000,0.000,0,v
2377,0.000,0.000,0,v
2378,0.386,0.000,0,v
2379,0.078,0.000,0,v
2380,0.000,0.011,0,v
2382,0.473,0.000,0,v
2383,0.376,0.000,0,v
2384,0.186,0.000,0,v
2386,0.000,0.000,0,v
2387,0.680,0.000,0,v
2388,0.181,0.000,0,v
2389,0.000,0.000,0,v
2390,0.366,0.000,0,v
2391,0.114,0.000,0,v
2392,0.129,0.000,0,v
2393,0.062,0.046,0,v
2394,0.064,0.055,0,v
2395,0.000,0.000,0,v
2396,0.000,0.000,0,v
2397,0.000,0.000,0,v
2398,0.000,0.000,0,v
2399,0.000,0.000,0,v
2400,0.000,0.000,0,v
2402,0.055,0.000,0,v
2403,0.370,0.000,0,v
2405,0.240,0.000,0,v
2406,0.000,0.000,0,v
2407,0.240,0.000,0,v
2408,0.000,0.000,0,v
2409,0.000,0.000,0,v
2410,0.000,0.000,0,v
2411,0.000,0.000,0,v
2412,0.166,0.000,0,v
2413,0.163,0.000,0,v
2414,0.000,0.000,0,v
2415,0.000,0.000,0,v
2416,0.000,0.000,0,v
2417,0.000,0.000,0,v
2418,0.000,0.000,0,v
2419,0.091,0.000,0,v
2420,0.000,0.000,0,v
2421,0.103,0.000,0,v
2422,0.096,0.000,0,v
2423,0.000,0.033,0,v
2424,0.000,0.014,0,v
2425,0.216,0.000,0,v
2426,0.061,0.000,0,v
2427,0.000,0.000,0,v
2428,0.000,0.000,0,v
2429,0.203,0.000,0,v
2430,0.000,0.000,0,v
2431,0.000,0.000,0,v
2432,0.000,0.000,0,v
2433,0.000,0.000,0,v
2434,0.564,0.000,0,v
2435,0.097,0.000,0,v
2436,0.000,0.000,0,v
2437,0.389,0.000,0,v
2438,0.231,0.000,0,v
2439,0.000,0.000,0,v
2440,0.000,0.000,0,v
2441,0.000,0.000,0,v
2442,0.000,0.000,0,v
2443,0.000,0.000,0,v
2444,0.000,0.000,0,v
2445,0.000,0.000,0,v
2446,0.000,0.036,0,v
2447,0.000,0.022,0,v
2448,0.000,0.000,0,v
2449,0.000,0.000,0,v
2450,0.000,0.000,0,v
2451,0.000,0.057,0,v
2452,0.000,0.000,0,v
2453,0.270,0.000,0,v
2454,0.211,0.000,0,v
2455,0.000,0.000,0,v
2456,0.000,0.000,0,v
2457,0.000,0.000,0,v
2458,0.000,0.000,0,v
2459,0.190,0.000,0,v
2460,0.000,0.000,0,v
2461,0.000,0.000,0,v
2462,0.798,0.159,0,v
2463,0.000,0.000,0,v
2464,0.000,0.000,0,v
2465,0.866,0.103,0,v
2466,0.000,0.000,0,v
2467,0.000,0.000,0,v
2468,0.000,0.000,0,v
2469,0.000,0.000,0,v
2470,0.000,0.000,0,v
2471,0.000,0.000,0,v
2472,0.000,0.000,0,v
2473,0.000,0.000,0,v
2474,0.000,0.000,0,v
2475,0.000,0.000,0,v
2476,0.000,0.000,0,v
2477,0.000,0.000,0,v
2478,0.000,0.000,0,v
2479,0.000,0.000,0,v
2480,0.000,0.000,0,v
2481,0.207,0.000,0,v
2482,0.000,0.000,0,v
2483,0.000,0.000,0,v
2484,0.000,0.000,0,v
2485,0.000,0.000,0,v
2486,0.000,0.000,0,v
2487,0.149,0.000,0,v
2488,0.000,0.000,0,v
2489,0.000,0.000,0,v
2490,0.000,0.000,0,v
2491,0.000,0.000,0,v
2492,0.000,0.000,0,v
2493,0.000,0.000,0,v
2494,0.000,0.000,0,v
2495,0.000,0.000,0,v
2496,0.740,0.000,0,v
2497,0.000,0.000,0,v
2498,0.000,0.053,0,v
2499,0.176,0.000,0,v
2500,0.278,0.000,0,v
2501,0.000,0.000,0,v
2502,0.031,0.000,0,v
2503,0.000,0.000,0,v
2504,0.000,0.000,0,v
2505,0.000,0.000,0,v
2506,0.167,0.000,0,v
2507,0.000,0.000,0,v
2508,0.000,0.000,0,v
2509,0.000,0.160,0,v
2510,0.000,0.000,0,v
2511,0.000,0.000,0,v
2512,0.000,0.000,0,v
2513,0.000,0.000,0,v
2514,0.000,0.000,0,v
2515,0.000,0.000,0,v
2516,0.000,0.000,0,v
2517,0.000,0.000,0,v
2518,0.099,0.000,0,v
2519,0.000,0.000,0,v
2520,0.000,0.000,0,v
2521,0.000,0.000,0,v
2522,0.000,0.000,0,v
2523,0.000,0.000,0,v
2524,0.000,0.000,0,v
2525,0.000,0.000,0,v
2526,0.000,0.000,0,v
2527,0.000,0.000,0,v
2528,0.000,0.000,0,v
2529,0.396,0.000,0,v
2530,0.000,0.000,0,v
2531,0.000,0.000,0,v
2532,0.000,0.000,0,v
2533,0.000,0.000,0,v
2534,0.000,0.000,0,v
2535,0.000,0.128,0,v
2536,0.000,0.000,0,v
2537,0.000,2.038,0,v
2538,0.000,0.000,0,v
2539,0.056,0.075,0,v
2540,0.070,0.000,0,v
2541,0.000,0.000,0,v
2542,0.000,0.000,0,v
2543,0.000,0.000,0,v
2544,0.000,0.601,0,v
2545,0.000,0.000,0,v
2546,0.000,0.055,0,v
2547,0.000,0.000,0,v
2548,0.000,0.108,0,v
2549,0.000,0.000,0,v
2550,0.000,0.000,0,v
2551,0.000,0.000,0,v
2552,0.000,0.000,0,v
2553,0.000,0.000,0,v
2554,0.000,0.000,0,v
2555,0.000,0.000,0,v
2556,0.058,0.000,0,v
2557,0.000,0.000,0,v
2558,0.000,0.000,0,v
2559,0.080,0.000,0,v
2560,0.000,0.000,0,v
2561,0.000,0.000,0,v
2562,0.000,0.000,0,v
2563,0.000,0.000,0,v
2564,0.000,0.000,0,v
2565,0.000,0.000,0,v
2566,0.000,0.000,0,v
2567,0.000,0.000,0,v
2568,0.000,0.000,0,v
2569,0.000,0.000,0,v
2571,0.000,0.000,0,v
2572,0.000,0.000,0,v
2573,0.000,0.000,0,v
2574,0.000,0.031,0,v
2575,0.000,0.000,0,v
2576,0.000,0.000,0,v
2577,0.000,0.000,0,v
2578,0.408,0.000,0,v
2579,0.000,0.000,0,v
2581,0.000,0.000,0,v
2582,0.000,0.000,0,v
2583,0.159,0.000,0,v
2584,0.140,0.000,0,v
2585,0.000,0.000,0,v
2586,0.000,0.000,0,v
2587,0.000,0.000,0,v
2588,0.000,0.000,0,v
2589,0.000,0.000,0,v
2590,0.241,0.000,0,v
2591,0.000,0.000,0,v
2592,0.000,0.000,0,v
2593,0.000,0.000,0,v
2594,0.000,0.000,0,v
2595,0.114,0.000,0,v
2596,0.000,0.000,0,v
2597,0.000,0.000,0,v
2598,0.000,0.000,0,v
2599,0.190,0.000,0,v
2600,0.000,0.000,0,v
2601,0.087,0.000,0,v
2602,0.000,0.000,0,v
2603,0.000,0.000,0,v
2604,0.000,0.000,0,v
2605,0.000,0.000,0,v
2606,0.000,0.000,0,v
2607,0.000,0.000,0,v
2608,0.000,0.000,0,v
2609,0.480,0.000,0,v
2610,0.000,0.161,0,v
2611,0.000,0.000,0,v
2612,0.000,0.000,0,v
2613,0.000,0.112,0,v
2614,0.270,0.000,0,v
2615,0.581,0.000,0,v
2616,0.374,0.062,0,v
2617,0.000,0.000,0,v
2618,0.000,0.000,0,v
2619,0.000,0.055,0,v
2620,0.000,0.000,0,v
2621,0.000,0.000,0,v
2622,1.149,0.000,0,v
2623,0.000,0.000,0,v
2624,0.000,0.000,0,v
2625,0.000,0.000,0,v
2626,0.000,0.000,0,v
2627,0.000,0.000,0,v
2628,0.000,0.000,0,v
2629,0.000,0.000,0,v
2630,0.000,0.000,0,v
2631,0.000,0.000,0,v
2632,0.000,0.000,0,v
2633,0.414,0.000,0,v
2634,0.000,0.000,0,v
2635,0.372,0.223,0,v
2636,0.000,0.000,0,v
2637,0.000,0.000,0,v
2638,0.169,0.000,0,v
2639,0.031,0.056,0,v
2640,0.333,0.000,0,v
2641,0.016,0.000,0,v
2642,0.016,0.000,0,v
2643,0.016,0.000,0,v
2644,0.054,0.000,0,v
2645,0.729,0.000,0,v
2646,0.000,0.000,0,v
2647,0.249,0.000,0,v
2648,0.000,0.000,0,v
2649,0.000,0.000,0,v
2650,0.000,0.000,0,v
2651,0.000,0.063,0,v
2652,0.000,0.000,0,v
2653,0.000,0.000,0,v
2654,0.000,0.000,0,v
2655,0.000,0.000,0,v
2656,0.000,0.000,0,v
2657,0.000,0.000,0,v
2658,0.000,0.000,0,v
2659,0.125,0.000,0,v
2660,0.000,0.000,0,v
2661,0.000,0.000,0,v
2662,0.106,0.000,0,v
2663,0.000,0.000,0,v
2664,0.000,0.000,0,v
2665,0.000,0.000,0,v
2666,0.079,0.000,0,v
2667,0.000,0.014,0,v
2668,0.000,0.021,0,v
2669,0.033,0.016,0,v
2670,0.000,0.000,0,v
2671,0.000,0.000,0,v
2672,0.000,0.000,0,v
2673,0.000,0.000,0,v
2674,0.000,0.000,0,v
2675,0.000,0.000,0,v
2676,0.000,0.000,0,v
2677,0.000,0.018,0,v
2678,0.000,0.000,0,v
2679,0.003,0.003,0,v
2680,0.436,0.000,0,v
2681,0.769,0.000,0,v
2682,0.000,0.018,0,v
2683,0.000,0.000,0,v
2684,0.000,0.000,0,v
2685,0.000,0.000,0,v
2686,0.000,0.000,0,v
2687,0.000,0.000,0,v
2688,0.000,0.000,0,v
2689,0.000,0.000,0,v
2690,0.000,0.000,0,v
2691,0.000,0.000,0,v
2692,0.239,0.000,0,v
2693,0.000,0.000,0,v
2694,0.000,0.000,0,v
2695,0.281,0.000,0,v
2696,0.925,0.000,0,v
2697,0.000,0.000,0,v
2698,0.000,0.000,0,v
2699,0.000,0.000,0,v
2700,0.000,0.000,0,v
2701,0.168,0.000,0,v
2702,0.000,0.000,0,v
2703,0.000,0.000,0,v
2704,0.000,0.000,0,v
2705,0.000,0.000,0,v
2706,0.000,0.000,0,v
2707,0.000,0.000,0,v
2708,0.349,0.000,0,v
2709,0.044,0.134,0,v
2710,0.000,0.000,0,v
2711,0.523,0.000,0,v
2712,0.000,0.000,0,v
2713,0.000,0.000,0,v
2714,0.000,0.000,0,v
2715,0.128,0.000,0,v
2716,0.000,0.000,0,v
2717,0.296,0.000,0,v
2718,0.000,0.000,0,v
2719,0.225,0.000,0,v
2720,0.000,0.000,0,v
2721,0.000,0.000,0,v
2722,0.000,0.000,0,v
2723,1.123,0.000,0,v
2724,0.000,0.000,0,v
2725,0.000,0.000,0,v
2726,0.081,0.000,0,v
2727,0.000,0.000,0,v
2728,0.000,0.000,0,v
2729,0.000,0.000,0,v
2730,0.000,0.000,0,v
2731,0.000,0.000,0,v
2732,0.000,0.000,0,v
2733,0.000,0.000,0,v
2734,0.000,0.000,0,v
2735,0.027,0.006,0,v
2736,0.000,0.000,0,v
2737,0.000,0.000,0,v
2738,0.088,0.000,0,v
2739,0.000,0.037,0,v
2740,0.000,0.000,0,v
2741,0.020,0.000,0,v
2742,0.000,0.000,0,v
2743,0.000,0.000,0,v
2744,0.000,0.000,0,v
2745,0.000,0.000,0,v
2746,0.000,0.000,0,v
2747,0.000,0.000,0,v
2748,0.063,0.000,0,v
2749,0.000,0.000,0,v
2750,0.000,0.000,0,v
2751,0.139,0.000,0,v
2752,0.000,0.000,0,v
2753,0.000,0.000,0,v
2754,0.000,0.160,0,v
2755,0.075,0.000,0,v
2756,0.329,0.000,0,v
2757,0.000,0.000,0,v
2758,0.052,0.000,0,v
2759,0.084,0.000,0,v
2760,0.000,0.000,0,v
2761,0.286,0.000,0,v
2762,0.041,0.000,0,v
2763,0.000,0.000,0,v
2764,0.000,0.000,0,v
2765,0.000,0.005,0,v
2766,0.000,0.000,0,v
2767,0.000,0.000,0,v
2768,0.000,0.015,0,v
2769,0.000,0.000,0,v
2770,0.000,0.000,0,v
2771,0.000,0.000,0,v
2772,0.276,0.000,0,v
2773,0.000,0.000,0,v
2774,0.000,0.000,0,v
2775,0.000,0.000,0,v
2776,0.413,0.000,0,v
2777,0.134,0.000,0,v
2778,0.000,0.000,0,v
2779,0.000,0.000,0,v
2780,0.000,0.000,0,v
2781,0.217,0.000,0,v
2782,0.000,0.000,0,v
2783,0.000,0.000,0,v
2784,0.000,0.000,0,v
2785,0.000,0.000,0,v
2786,0.000,0.000,0,v
2787,0.000,0.000,0,v
2788,0.000,0.000,0,v
2789,0.000,0.000,0,v
2790,0.000,0.000,0,v
2791,0.000,0.000,0,v
2792,0.735,0.000,0,v
2793,0.000,0.000,0,v
2794,0.000,0.000,0,v
2795,0.000,0.000,0,v
2796,0.000,0.000,0,v
2797,0.000,0.000,0,v
2798,0.000,0.000,0,v
2799,0.000,0.000,0,v
2800,0.000,0.000,0,v
2802,0.116,0.000,0,v
2803,0.000,0.000,0,v
2804,0.000,0.000,0,v
2805,0.000,0.000,0,v
2806,0.000,0.000,0,v
2807,0.506,0.000,0,v
2808,0.000,0.000,0,v
2809,0.000,0.000,0,v
2810,0.000,0.069,0,v
2811,0.000,0.000,0,v
2812,0.000,0.000,0,v
2813,0.000,0.000,0,v
2814,0.000,0.000,0,v
2815,0.000,0.000,0,v
2816,0.000,0.000,0,v
2817,0.000,0.053,0,v
2818,0.059,0.000,0,v
2819,0.000,0.000,0,v
2820,0.000,0.000,0,v
2822,0.000,0.000,0,v
2823,0.043,0.000,0,v
2824,0.000,0.000,0,v
2825,0.000,0.000,0,v
2826,0.000,0.000,0,v
2827,0.344,0.000,0,v
2828,0.000,0.000,0,v
2829,0.000,0.000,0,v
2830,0.000,0.000,0,v
2831,0.038,0.061,0,v
2832,0.000,0.000,0,v
2833,0.000,0.000,0,v
2834,0.000,0.000,0,v
2835,0.000,0.000,0,v
2836,0.000,0.000,0,v
2837,0.000,0.000,0,v
2838,0.000,0.000,0,v
2839,0.367,0.000,0,v
2840,0.000,0.000,0,v
2841,0.171,0.000,0,v
2842,0.000,0.000,0,v
